"Nom";"Entité";"Lieu";"Statut";"Fabricant";"Type";"Modèle";"Réseau";"Date de création";"Informations financières et administratives - Durée de garantie";"Numéro de série";"Numéro d'inventaire";"Informations financières et administratives - Date de livraison";"Composants - Adresse MAC";
"0504-511-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 17:04";"0 mois";"PC0PWL6B";"UC1709253";"07-12-2017";"6c:4b:90:30:25:56";
"0504-512-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 12:23";"0 mois";"PC0PWKZZ";"UC1709219";"07-12-2017";"6c:4b:90:30:24:fa";
"0504-513-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 12:24";"0 mois";"PC0PWLG2";"UC1708866";"07-12-2017";"6c:4b:90:30:24:87";
"0504-514-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"21-12-2017 09:07";"0 mois";"PC0PV65G";"UC1704493";"07-12-2017";"94:c6:91:01:30:ff";
"0504-515-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 17:10";"0 mois";"PC0PWC72";"UC1708874";"07-12-2017";"6c:4b:90:30:24:40";
"0504-516-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"21-12-2017 09:04";"0 mois";"PC0PWKYK";"UC1709220";"07-12-2017";"6c:4b:90:2f:54:b9";
"0504-517-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:19";"60 mois";"PC2ERHMP";"UC2202725";"24-11-2022";"88:ae:dd:19:3b:d7";
"0504-517-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:19";"60 mois";"PC2ERHGX";"UC2202674";"24-11-2022";"88:ae:dd:1a:16:2b";
"0504-517-03";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:32";"60 mois";"PC2ERHMT";"UC2202739";"24-11-2022";"88:ae:dd:19:3b:6f";
"0504-517-04";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:30";"60 mois";"PC2ERHMQ";"UC2202726";"24-11-2022";"88:ae:dd:18:b7:ab";
"0504-517-05";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:31";"60 mois";"PC2ERHFF";"UC2202671";"24-11-2022";"88:ae:dd:19:3b:7e";
"0504-517-06";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:31";"60 mois";"PC2ERHMR";"UC2202740";"24-11-2022";"88:ae:dd:19:3b:da";
"0504-517-07";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:32";"60 mois";"PC2ERHMN";"UC2202717";"24-11-2022";"88:ae:dd:19:3b:6d";
"0504-517-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:31";"60 mois";"PC2ERHLX";"UC2202723";"24-11-2022";"88:ae:dd:19:3c:1d";
"0504-517-09";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:20";"60 mois";"PC2ERHM0";"UC2202670";"24-11-2022";"88:ae:dd:18:ba:62";
"0504-517-10";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:20";"60 mois";"PC2ERHMS";"UC2202727";"24-11-2022";"88:ae:dd:18:ba:14";
"0504-517-11";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:32";"60 mois";"PC2ERHW3";"UC2202672";"24-11-2022";"88:ae:dd:1a:23:f2";
"0504-517-12";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:32";"60 mois";"PC2ERHKJ";"UC2202731";"24-11-2022";"88:ae:dd:19:3d:50";
"0504-517-13";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:32";"60 mois";"PC2ERHGF";"UC2202675";"24-11-2022";"88:ae:dd:18:96:b7";
"0504-517-14";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:20";"60 mois";"PC2ERHN6";"UC2202729";"24-11-2022";"88:ae:dd:19:3d:ca";
"0504-517-15";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:31";"60 mois";"PC2ERHWD";"UC2202673";"24-11-2022";"88:ae:dd:1a:21:d4";
"0504-517-16";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:30";"60 mois";"PC2ERHMK";"UC2202737";"24-11-2022";"88:ae:dd:19:3d:3b";
"0504-517-17";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:32";"60 mois";"PC2ERHL1";"UC2202728";"24-11-2022";"88:ae:dd:18:96:43";
"0504-517-18";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:32";"60 mois";"PC2ERHL4";"UC2202736";"24-11-2022";"88:ae:dd:18:96:4c";
"0504-517-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"517-PROF";"Actif";"LENOVO";"Poste de travail - Slim";"11JAS1J200";"Pédagogique";"25-11-2022 10:20";"60 mois";"PC2ERHKM";"UC2202730";"24-11-2022";"88:ae:dd:19:3d:f4";
"0504-518-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 19:10";"0 mois";"PC0PWL2S";"UC1709221";"07-12-2017";"6c:4b:90:2f:56:9a";
"0504-518-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 12:23";"0 mois";"PC0PWF47";"UC1708847";"07-12-2017";"6c:4b:90:2f:5d:6e";
"0504-518-03";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 19:17";"0 mois";"PC0PWL71";"UC1709273";"07-12-2017";"6c:4b:90:2f:56:dc";
"0504-518-04";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 19:11";"0 mois";"PC0PWF39";"UC1708878";"07-12-2017";"6c:4b:90:30:25:6c";
"0504-518-05";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 18:57";"0 mois";"PC0PWEVJ";"UC1708879";"07-12-2017";"6c:4b:90:30:25:39";
"0504-518-06";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"20-12-2017 11:36";"0 mois";"PC0PVTUU";"UC1708852";"07-12-2017";"94:c6:91:02:1d:b4";
"0504-518-07";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"21-12-2017 07:45";"0 mois";"PC0PVTNT";"UC1708853";"07-12-2017";"94:c6:91:01:3f:d7";
"0504-518-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Campagne_DEEE";"LENOVO";"Poste de travail - Slim";"10B4S3CA00";"Pédagogique";"";"0 mois";"PC0DJ1EG";"UC1607416";"22-09-2016";"4c:cc:6a:3b:d6:90";
"0504-518-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"21-12-2017 07:45";"0 mois";"PC0PWL72";"UC1709276";"07-12-2017";"6c:4b:90:2f:56:f6";
"0504-518-09";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"21-12-2017 07:44";"0 mois";"PC0PWF34";"UC1708883";"07-12-2017";"6c:4b:90:30:25:6f";
"0504-518-10";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"11-01-2018 09:08";"0 mois";"PC0PWETF";"UC1708888";"07-12-2017";"6c:4b:90:30:23:e3";
"0504-518-11";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"08-12-2017 15:36";"0 mois";"PC0PV7F5";"UC1704094";"05-12-2017";"94:c6:91:05:36:6d";
"0504-518-12";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"11-01-2018 09:14";"0 mois";"PC0PWKWT";"UC1709270";"07-12-2017";"6c:4b:90:2f:55:02";
"0504-518-13";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"15-12-2017 14:35";"0 mois";"PC0PV76F";"UC1704211";"05-12-2017";"94:c6:91:02:43:2d";
"0504-518-14";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"08-12-2017 16:03";"0 mois";"PC0PV82U";"UC1704233";"05-12-2017";"94:c6:91:01:33:da";
"0504-518-15";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"15-12-2017 14:32";"0 mois";"PC0PV76A";"UC1704142";"05-12-2017";"94:c6:91:02:59:66";
"0504-518-16";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"13-12-2017 10:13";"0 mois";"PC0PV7E9";"UC1704138";"05-12-2017";"94:c6:91:03:0a:b1";
"0504-518-17";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"14-12-2017 13:51";"0 mois";"PC0PV7CU";"UC1704169";"05-12-2017";"94:c6:91:02:b0:5c";
"0504-518-18";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"14-12-2017 13:49";"0 mois";"PC0PV79B";"UC1704170";"05-12-2017";"94:c6:91:05:3a:16";
"0504-518-19";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"08-12-2017 15:11";"0 mois";"PC0PV79C";"UC1704185";"05-12-2017";"94:c6:91:05:66:d9";
"0504-518-20";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"13-12-2017 10:13";"0 mois";"PC0PQ408";"UC1704441";"05-12-2017";"94:c6:91:04:2e:52";
"0504-518-21";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"13-12-2017 10:16";"0 mois";"PC0PNE29";"UC1704470";"05-12-2017";"94:c6:91:03:7b:66";
"0504-518-22";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"13-12-2017 11:00";"0 mois";"PC0PV7BG";"UC1704228";"05-12-2017";"94:c6:91:05:39:47";
"0504-518-23";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"11-12-2017 08:53";"0 mois";"PC0PV873";"UC1704235";"05-12-2017";"94:c6:91:02:ba:b7";
"0504-518-24";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"13-12-2017 10:10";"0 mois";"PC0PV769";"UC1704137";"05-12-2017";"94:c6:91:02:b1:10";
"0504-518-PROF";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 518";"Actif";"LENOVO";"Poste de travail - Slim";"10M8S2D400";"Pédagogique";"13-12-2017 10:15";"0 mois";"PC0PV77H";"UC1704439";"05-12-2017";"94:c6:91:02:b0:c2";
"0504-519-01";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 15:03";"60 mois";"GM0A3MJJ";"UC2300530";"05-12-2023";"04:7c:16:9f:43:4b";
"0504-519-02";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 15:11";"60 mois";"GM0A3MGB";"UC2300531";"05-12-2023";"04:7c:16:9f:43:1e";
"0504-519-03";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 15:04";"60 mois";"GM0A5TJ6";"UC2308087";"05-12-2023";"04:7c:16:9f:4b:64";
"0504-519-04";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. externat > Niv. 3 > 337";"Spare";"LENOVO";"Poste de travail - Slim";"10SUSA7H00 ThinkCentre M720S";"Pédagogique";"20-05-2020 15:22";"0 mois";"PC15Y4LL";"UC1908991";"02-10-2019";"6c:4b:90:b6:21:5f";
"0504-519-04";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"";"22-12-2023 15:03";"60 mois";"GM0A5TJ0";"UC2308094";"05-12-2023";"04:7c:16:9f:4b:62";
"0504-519-05";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 15:07";"60 mois";"GM0A5TCX";"UC2308072";"05-12-2023";"04:7c:16:9f:4b:f5";
"0504-519-06";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 15:07";"60 mois";"GM0A5TM1";"UC2308081";"05-12-2023";"04:7c:16:9f:4b:8c";
"0504-519-07";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 15:07";"60 mois";"GM0A5TEY";"UC2308075";"05-12-2023";"04:7c:16:9f:4c:fe";
"0504-519-08";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 15:08";"60 mois";"GM0A5TM0";"UC2308082";"05-12-2023";"04:7c:16:9f:4b:90";
"0504-519-09";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 15:07";"60 mois";"GM0A3MGN";"UC2300534";"05-12-2023";"04:7c:16:9f:43:4d";
"0504-519-10";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 15:07";"60 mois";"GM0A3MGK";"UC2300535";"05-12-2023";"04:7c:16:9f:42:f9";
"0504-519-11";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 15:07";"60 mois";"GM0A5TJ5";"UC2308086";"05-12-2023";"04:7c:16:9f:4b:71";
"0504-519-12";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"22-12-2023 15:07";"60 mois";"GM0A5TM4";"UC2308092";"05-12-2023";"04:7c:16:9f:4b:92";
"0504-519-13";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"11-01-2024 11:06";"60 mois";"GM0A5TJ3";"UC2308093";"05-12-2023";"04:7c:16:9f:4b:61";
"0504-519-14";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"10-01-2024 23:47";"60 mois";"GM0A3MGE";"UC2300538";"05-12-2023";"04:7c:16:9f:42:f5";
"0504-519-15";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"10-01-2024 23:56";"60 mois";"GM0A3MGA";"UC2300527";"05-12-2023";"04:7c:16:9f:42:f4";
"0504-519-16";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"10-01-2024 23:42";"60 mois";"GM0A3MGF";"UC2300537";"05-12-2023";"04:7c:16:9f:42:ed";
"0504-519-17";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"10-01-2024 23:34";"60 mois";"GM0A5TM7";"UC2308080";"05-12-2023";"04:7c:16:9f:56:4d";
"0504-519-18";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS1M500";"Pédagogique";"17-01-2024 08:04";"60 mois";"GM0A3MG7";"UC2300533";"05-12-2023";"04:7c:16:9f:42:fe";
"0504-519-19";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"05-10-2024 00:20";"60 mois";"GM0L3BYB";"UC2409434";"29-08-2024";"f4:f1:9e:26:f0:13";
"0504-519-20";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"04-10-2024 23:36";"60 mois";"GM0L3DZJ";"UC2409432";"29-08-2024";"f4:f1:9e:26:ef:90";
"0504-519-21";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"04-10-2024 23:40";"60 mois";"GM0L3D80";"UC2409325";"29-08-2024";"f4:f1:9e:26:f2:4e";
"0504-519-22";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"05-10-2024 00:14";"60 mois";"GM0L3C1F";"UC2409426";"29-08-2024";"f4:f1:9e:26:ed:29";
"0504-519-23";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"05-10-2024 00:24";"60 mois";"GM0L3BXM";"UC2409433";"29-08-2024";"f4:f1:9e:26:f0:aa";
"0504-519-24";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"04-10-2024 23:57";"60 mois";"GM0L3BYJ";"UC2409429";"29-08-2024";"f4:f1:9e:27:0f:40";
"0504-519-25";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"08-10-2024 12:08";"60 mois";"GM0L3C3Z";"UC2409431";"29-08-2024";"f4:f1:9e:26:ed:3c";
"0504-519-26";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"08-10-2024 11:59";"60 mois";"GM0L3BYR";"UC2409436";"29-08-2024";"f4:f1:9e:26:f2:98";
"0504-519-27";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"04-10-2024 23:53";"60 mois";"GM0L3D7D";"UC2409327";"29-08-2024";"f4:f1:9e:26:ed:a8";
"0504-519-28";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"04-10-2024 23:36";"60 mois";"GM0L3C2F";"UC2409440";"29-08-2024";"f4:f1:9e:26:ec:ea";
"0504-519-29";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"04-10-2024 23:39";"60 mois";"GM0L3C2K";"UC2409435";"29-08-2024";"f4:f1:9e:26:ed:4a";
"0504-519-30";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"08-10-2024 11:59";"60 mois";"GM0L3D73";"UC2409450";"29-08-2024";"f4:f1:9e:26:f2:90";
"0504-519-31";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"04-10-2024 23:55";"60 mois";"GM0L3C06";"UC2409324";"29-08-2024";"f4:f1:9e:26:f0:7f";
"0504-519-32";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"05-10-2024 00:18";"60 mois";"GM0L3CDY";"UC2409430";"29-08-2024";"f4:f1:9e:27:0f:45";
"0504-519-33";"Support Informatique en Lycée > LYCEES > 0504 - ARISTIDE BRIAND";"Bât. Internat > Niv. 1 > 519";"Actif";"LENOVO";"Poste de travail - Slim";"11TBS22J00";"Pédagogique";"05-10-2024 00:17";"60 mois";"GM0L3BVX";"UC2409438";"29-08-2024";"f4:f1:9e:26:f0:28";
